num_id,lang_family,lang_name,lang_id_udhr,text_udhr
039,Celtic,Scottish Gaelic,udhr_ga,"Rugadh na h-uile duine saor agus co-ionnan nan urram 's nan c&ograve;irichean. Tha iad reusanta is cogaiseach, agus bu ch&ograve;ir dhaibh a ghi&ugrave;lain ris a ch&egrave;ile ann an spiorad br&agrave;thaireil."
040,Celtic,Welsh,udhr_cy,"Genir pawb yn rhydd ac yn gydradd &acirc;'i gilydd mewn urddas a hawliau. Fe'u cynysgaeddir &acirc; rheswm a chydwybod, a dylai pawb ymddwyn y naill at y llall mewn ysbryd cymodlon."
041,Constructed,Esperanto,udhr_esperanto,"&#x0108;iuj homoj estas denaske liberaj kaj egalaj la&#x016D; digno kaj rajtoj. Ili posedas racion kaj konsciencon, kaj devus konduti unu al alia en spirito de frateco."
042,Constructed,Folkspraak,udhr_folkspraak,All mensklik wesings &acirc;re boren fr&icirc; on' gel&icirc;k in wer&#x0111;igheid on' rejte. &#x0110;&ecirc; &acirc;re begifted mid ferstand on' gewitt on' skulde behandele &ecirc;lk&ecirc;n in en g&ecirc;st av br&ocirc;&#x0111;erh&ecirc;d.
043,Constructed,Ido,udhr_ido,Omna homi naskas libera ed egala relate digneso e yuri. Li es dotita perraciono e koncienco e devas agar vers l'una l'altra en spirito di frateso.
044,Constructed,Lingua Franca Nova,udhr_lfn,&#1058;&#1086;&#1090;&#1072; &#1091;&#1084;&#1072;&#1085;&#1077;&#1089; &#1085;&#1072;&#1089;&#1077; &#1083;&#1080;&#1073;&#1088;&#1077; &#1077; &#1077;&#1075;&#1072;&#1083; &#1077;&#1085; &#1076;&#1080;&#1085;&#1080;&#1072; &#1077; &#1076;&#1080;&#1088;&#1077;&#1090;&#1086;&#1089;&#46; &#1051;&#1086;&#1089; &#1077;&#1089; &#1076;&#1086;&#1085;&#1072;&#1076;&#1072; &#1088;&#1072;&#1079;&#1086;&#1085;&#1072; &#1077; &#1082;&#1086;&#1085;&#1089;&#1080;&#1077;&#1085;&#1089;&#1072; &#1077; &#1076;&#1077;&#1073;&#1077; &#1072;&#1090;&#1072; &#1083;&#1072; &#1091;&#1085; &#1072; &#1083;&#1072; &#1086;&#1090;&#1088;&#1072; &#1077;&#1085; &#1091;&#1085; &#1089;&#1087;&#1080;&#1088;&#1080;&#1090;&#1086; &#1076;&#1077; &#1092;&#1088;&#1072;&#1090;&#1080;&#1072;&#46;
045,Constructed,Lojban,udhr_lojban,ro remna cu se jinzi co zifre je simdu'i be le ry. nilselsi'a .e  lei ry. selcru .i ry. se menli gi'e se sezmarde .i .ei jeseki'ubo ry. simyzu'e ta'i le tunba
046,Constructed,Toki Pona,udhr_tokipona,"jan ale/ali li kama lon nasin ni: ona li ken pali e wile ona. ona li jo e suli jan sama e ken sama. ona li jo e sona pona e lawa insa pi pali pona. ni la, ona li wile pali tawa jan ante ale/ali kepeken nasin olin."
047,Constructed,"Volap&uuml;k",udhr_volapuk,"Mens valik pemotons libiko e leigiko tef&#x00FC; dig&#x00E4;d e git&#x00E4;ts. Labons tik&#x00E4;li e konsieni, e s&#x00F6;tons kos&#x00E4;d&#x00F6;n ko ods si&#x00E4;m&#x00FC; svist&#x00E4;l."
048,Dravidian,Kannada,udhr_kn,&#3214;&#3250;&#3277;&#3250;&#3262; &#3246;&#3262;&#3240;&#3253;&#3248;&#3266; &#3256;&#3277;&#3253;&#3236;&#3202;&#3236;&#3277;&#3248;&#3248;&#3262;&#3223;&#3263;&#3247;&#3271; &#3228;&#3240;&#3263;&#3256;&#3263;&#3238;&#3277;&#3238;&#3262;&#3248;&#3270;. &#3257;&#3262;&#3223;&#3266; &#3224;&#3240;&#3236;&#3270; &#3246;&#3236;&#3277;&#3236;&#3265; &#3257;&#3221;&#3277;&#3221;&#3265; &#3223;&#3251;&#3250;&#3277;&#3250;&#3263; &#3256;&#3246;&#3262;&#3240;&#3248;&#3262;&#3223;&#3263;&#3238;&#3277;&#3238;&#3248;&#3270;. &#3253;&#3263;&#3253;&#3271;&#3221; &#3246;&#3236;&#3277;&#3236;&#3265; &#3205;&#3202;&#3236;&#3203;&#3221;&#3248;&#3235; &#3223;&#3251;&#3240;&#3277;&#3240;&#3265; &#3242;&#3233;&#3270;&#3238;&#3253;&#3248;&#3262;&#3238;&#3277;&#3238;&#3248;&#3263;&#3202;&#3238; &#3205;&#3253;&#3248;&#3265; &#3242;&#3248;&#3256;&#3277;&#3242;&#3248; &#3256;&#3257;&#3275;&#3238;&#3248; &#3245;&#3262;&#3253;&#3238;&#3263;&#3202;&#3238; &#3253;&#3248;&#3277;&#3236;&#3263;&#3256;&#3244;&#3271;&#3221;&#3265;.
049,Dravidian,Malayalam,udhr_malayalam,&#3374;&#3368;&#3393;&#3383;&#3405;&#3375;&#3376;&#3398;&#3378;&#3405;&#3378;&#3390;&#3381;&#3376;&#3393;&#3330; &#3364;&#3393;&#3378;&#3405;&#3375;&#3390;&#3381;&#3349;&#3390;&#3382;&#3353;&#3405;&#3353;&#3379;&#3403;&#3359;&#3393;&#3330; &#3333;&#3368;&#3405;&#3364;&#3384;&#3405;&#3384;&#3403;&#3359;&#3393;&#3330; &#3384;&#3405;&#3381;&#3390;&#3364;&#3368;&#3405;&#3364;&#3405;&#3376;&#3405;&#3375;&#3364;&#3405;&#3364;&#3403;&#3359;&#3393;&#3330;&#3349;&#3394;&#3359;&#3391; &#3356;&#3368;&#3391;&#3354;&#3405;&#3354;&#3381;&#3376;&#3390;&#3363;&#3405;. &#3333;&#3368;&#3405;&#3375;&#3403;&#3368;&#3405;&#3375;&#3330; &#3373;&#3405;&#3376;&#3390;&#3364;&#3395;&#3373;&#3390;&#3381;&#3364;&#3405;&#3364;&#3403;&#3359;&#3398; &#3370;&#3398;&#3376;&#3393;&#3374;&#3390;&#3377;&#3393;&#3381;&#3390;&#3368;&#3390;&#3363;&#3405; &#3374;&#3368;&#3393;&#3383;&#3405;&#3375;&#3368;&#3405;&#3368;&#3393; &#3381;&#3391;&#3381;&#3399;&#3349;&#3372;&#3393;&#3366;&#3405;&#3367;&#3391;&#3375;&#3393;&#3330; &#3374;&#3368;&#3384;&#3405;&#3384;&#3390;&#3349;&#3405;&#3383;&#3391;&#3375;&#3393;&#3330; &#3384;&#3391;&#3366;&#3405;&#3367;&#3374;&#3390;&#3375;&#3391;&#3376;&#3391;&#3349;&#3405;&#3349;&#3393;&#3368;&#3405;&#3368;&#3364;&#3405;.
050,Dravidian,Tamil,udhr_tamil,&#2990;&#2985;&#3007;&#2980;&#2986;&#3021; &#2986;&#3007;&#2993;&#2997;&#3007;&#2991;&#3007;&#2985;&#2992;&#3021; &#2970;&#2965;&#2994;&#2992;&#3009;&#2990;&#3021; &#2970;&#3009;&#2980;&#2984;&#3021;&#2980;&#3007;&#2992;&#2990;&#3006;&#2965;&#2997;&#3015; &#2986;&#3007;&#2993;&#2965;&#3021;&#2965;&#3007;&#2985;&#3021;&#2993;&#2985;&#2992;&#3021;; &#2949;&#2997;&#2992;&#3021;&#2965;&#2995;&#3021; &#2990;&#2980;&#3007;&#2986;&#3021;&#2986;&#3007;&#2994;&#3009;&#2990;&#3021; &#2953;&#2992;&#3007;&#2990;&#3016;&#2965;&#2995;&#3007;&#2994;&#3009;&#2990;&#3021; &#2970;&#2990;&#2990;&#3006;&#2985;&#2997;&#2992;&#3021;&#2965;&#2995;&#3021;. &#2949;&#2997;&#2992;&#3021;&#2965;&#2995;&#3021; &#2984;&#3007;&#2991;&#3006;&#2991;&#2980;&#3021;&#2980;&#3016;&#2991;&#3009;&#2990;&#3021; &#2990;&#2985;&#2970;&#3006;&#2975;&#3021;&#2970;&#3007;&#2991;&#3016;&#2991;&#3009;&#2990;&#3021; &#2951;&#2991;&#2993;&#3021;&#2986;&#2979;&#3021;&#2986;&#3006;&#2965;&#2986;&#3021; &#2986;&#3014;&#2993;&#3021;&#2993;&#2997;&#2992;&#3021;&#2965;&#2995;&#3021;. &#2949;&#2997;&#2992;&#3021;&#2965;&#2995;&#3021; &#2962;&#2992;&#3009;&#2997;&#2992;&#3009;&#2975;&#2985;&#3018;&#2992;&#3009;&#2997;&#2992;&#3021; &#2970;&#2965;&#3019;&#2980;&#2992; &#2953;&#2979;&#2992;&#3021;&#2997;&#3009;&#2986;&#3021; &#2986;&#3006;&#2969;&#3021;&#2965;&#3007;&#2994;&#3021; &#2984;&#2975;&#2984;&#3021;&#2980;&#3009;&#2965;&#3018;&#2995;&#3021;&#2995;&#2994;&#3021; &#2997;&#3015;&#2979;&#3021;&#2975;&#3009;&#2990;&#3021;.
051,Eskimo-Aleut,Greenlandic,udhr_kl,"Inuit tamarmik inunngorput nammineersinnaassuseqarlutik assigiimmillu ataqqinassuseqarlutillu pisinnaatitaaffeqarlutik. Silaqassusermik tarnillu nalunngissusianik pilersugaapput, imminnullu iliorfigeqatigiittariaqaraluarput qatanngutigiittut peqatigiinnerup anersaavani."
052,Indo-European – Albanian,Albanian – Gheg,udhr_albanian-gheg,Zhdo njeri kan le t'lir m&ecirc; nj&atilde;jit dinjit&ecirc;t edh&ecirc; dreta. Ata jan t&euml; pajisun m&ecirc; m&ecirc;nj&ecirc; edh&ecirc; vet-dij&ecirc; edh&ecirc; duh&euml;n t&euml; vepr&ocirc;jn ka nj&atilde;ni-tjetrin m&ecirc; nji shpirt vll&acirc;znimit.
053,Indo-European – Albanian,Albanian – Tosk,udhr_sq,T&euml; gjith&euml; njer&euml;zit lindin t&euml; lir&euml; dhe t&euml; barabart&euml; n&euml; dinjitet dhe n&euml; t&euml; drejta. Ata kan&euml; arsye dhe nd&euml;rgjegje dhe duhet t&euml; sillen ndaj nj&euml;ri tjetrit me frym&euml; v&euml;llaz&euml;rimi.
054,Indo-European – Armenian,Eastern Armenian,udhr_hy,"&#1330;&#1400;&#1388;&#1400;&#1408; &#1396;&#1377;&#1408;&#1380;&#1387;&#1391; &#1390;&#1398;&#1406;&#1400;&#1410;&#1396; &#1381;&#1398; &#1377;&#1382;&#1377;&#1407; &#1400;&#1410; &#1392;&#1377;&#1406;&#1377;&#1405;&#1377;&#1408;` &#1387;&#1408;&#1381;&#1398;&#1409; &#1377;&#1408;&#1386;&#1377;&#1398;&#1377;&#1402;&#1377;&#1407;&#1406;&#1400;&#1410;&#1385;&#1397;&#1377;&#1396;&#1378; &#1415; &#1387;&#1408;&#1377;&#1406;&#1400;&#1410;&#1398;&#1412;&#1398;&#1381;&#1408;&#1400;&#1406;: &#1350;&#1408;&#1377;&#1398;&#1412; &#1413;&#1386;&#1407;&#1406;&#1377;&#1390; &#1381;&#1398; &#1378;&#1377;&#1398;&#1377;&#1391;&#1377;&#1398;&#1400;&#1410;&#1385;&#1397;&#1377;&#1396;&#1378; &#1400;&#1410; &#1389;&#1394;&#1395;&#1400;&#1406;, &#1415; &#1402;&#1377;&#1408;&#1407;&#1377;&#1406;&#1400;&#1408; &#1381;&#1398; &#1396;&#1387;&#1396;&#1397;&#1377;&#1398;&#1409; &#1398;&#1391;&#1377;&#1407;&#1396;&#1377;&#1396;&#1378; &#1406;&#1377;&#1408;&#1406;&#1381;&#1388; &#1381;&#1394;&#1378;&#1377;&#1397;&#1408;&#1400;&#1410;&#1385;&#1397;&#1377;&#1398; &#1400;&#1379;&#1400;&#1406;."
055,Indo-European – Armenian,Western Armenian,udhr_hy-western,"&#1330;&#1400;&#1388;&#1400;&#1408; &#1396;&#1377;&#1408;&#1380;&#1387;&#1391; &#1391;&#1384; &#1390;&#1398;&#1400;&#1410;&#1387;&#1398; &#1377;&#1382;&#1377;&#1407; &#1381;&#1410; &#1392;&#1377;&#1410;&#1377;&#1405;&#1377;&#1408; &#1387;&#1408;&#1381;&#1398;&#1409; &#1377;&#1408;&#1386;&#1377;&#1398;&#1377;&#1402;&#1377;&#1407;&#1400;&#1410;&#1400;&#1410;&#1385;&#1381;&#1377;&#1396;&#1378; &#1381;&#1410; &#1387;&#1408;&#1377;&#1410;&#1400;&#1410;&#1398;&#1412;&#1398;&#1381;&#1408;&#1400;&#1406;: &#1339;&#1408;&#1381;&#1398;&#1412; &#1413;&#1386;&#1407;&#1400;&#1410;&#1377;&#1390; &#1381;&#1398; &#1378;&#1377;&#1398;&#1377;&#1391;&#1377;&#1398;&#1400;&#1410;&#1385;&#1381;&#1377;&#1396;&#1378; &#1400;&#1410; &#1389;&#1387;&#1394;&#1395;&#1400;&#1406;, &#1381;&#1410; &#1402;&#1377;&#1408;&#1407;&#1377;&#1410;&#1400;&#1408;&#1400;&#1410;&#1377;&#1390; &#1381;&#1398; &#1396;&#1387;&#1396;&#1381;&#1377;&#1398;&#1409; &#1392;&#1377;&#1398;&#1380;&#1383;&#1402; &#1381;&#1394;&#1378;&#1377;&#1397;&#1408;&#1400;&#1410;&#1385;&#1381;&#1377;&#1398; &#1400;&#1379;&#1387;&#1400;&#1406; &#1406;&#1377;&#1408;&#1400;&#1410;&#1387;&#1388;:"
056,Indo-European – Baltic,Latvian,udhr_latvian,"Visi cilv&#275;ki piedzimst br&#299;vi un vienl&#299;dz&#299;gi sav&#257; pa&#x0161;cie&#326;&#257; un ties&#299;b&#257;s. Vi&#326;i ir apvelt&#299;ti ar sapr&#257;tu un sirdsapzi&#326;u, un vi&#326;iem j&#257;izturas citam pret citu br&#257;l&#299;bas gar&#257;."
057,Indo-European – Baltic,Lithuanian,udhr_lt,Visi &#x017E;mon&#x0117;s gimsta laisvi ir lyg&#x016B;s savo orumu ir teis&#x0117;mis. Jiems suteiktas protas ir s&#x0105;&#x017E;in&#x0117; ir jie turi elgtis vienas kito at&#x017E;vilgiu kaip broliai.
058,Indo-European – Germanic,Afrikaans,udhr_af,"Alle menslike wesens word vry, met gelyke waardigheid en regte, gebore. Hulle het rede en gewete en behoort in die gees van broederskap teenoor mekaar op te tree."
059,Indo-European – Germanic,Danish,udhr_dk,"Alle mennesker er f&oslash;dt frie og lige i v&aelig;rdighed og rettigheder. De er udstyret med fornuft og samvittighed, og de b&oslash;r handle mod hverandre i en broderskabets &aring;nd."
060,Indo-European – Germanic,Dutch,udhr_nl,"Alle mensen worden vrij en gelijk in waardigheid en rechten geboren. Zij zijn begiftigd met verstand en geweten, en behoren zich jegens elkander in een geest van broederschap te gedragen."
061,Indo-European – Germanic,East Frisian,udhr_eastfrisian,&#x00C2;l minsken wordent fr&#x00E4;j un gl&#x012B;k in w&#x0113;rder&#x011F;kaid un rechten b&#x014D;ren. S&#x00E4;i hebbent k&#x00FC;en un gew&#x00E4;iten mitkr&#x0113;gen un s&#x00F6;&#x00F6;lent mitnanner in br&#x00F6;rskup l&#x0113;ven.
062,Indo-European – Germanic,English,udhr_en,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.
063,Indo-European – Germanic,Faroese,udhr_faroese,&Oslash;ll menniskju eru f&oslash;dd fr&aelig;ls og j&oslash;vn til vir&eth;ingar og mannar&aelig;ttindi. Tey hava skil og samvitsku og eiga at fara hv&oslash;rt um anna&eth; &iacute; br&oacute;&eth;uranda.
064,Indo-European – Germanic,Swiss German – Lucerne dialect,udhr_swissgerman,Alli M&ouml;nshe send frey ond geboore met gliicher W&ouml;rd ond gliiche R&auml;cht. Si send x&auml;gnet met Vernonft ond Gw&ouml;sse ond s&ouml;lled enand e br&uuml;ederlechem G&auml;isht beg&auml;gne.
065,Indo-European – Germanic,German,udhr_de,Alle Menschen sind frei und gleich an W&uuml;rde und Rechten geboren. Sie sind mit Vernunft und Gewissen begabt und sollen einander im Geist der Br&uuml;derlichkeit begegnen.
066,Indo-European – Germanic,Icelandic,udhr_is,"Hver ma&eth;ur er borinn frj&aacute;ls og jafn &ouml;&eth;rum a&eth; vir&eth;ingu og r&eacute;ttindum. Menn eru g&aelig;ddir vitsmunum og samvisku, og ber &thorn;eim a&eth; breyta br&oacute;&eth;urlega hverjum vi&eth; annan."
067,Indo-European – Germanic,Luxembourgish,udhr_lb,All M&euml;nsch k&euml;nnt fr&auml;i a mat deer selwechter Dignit&eacute;it an dene selwechte Rechter op d'Welt. Jiddereen huet s&auml;i Verstand a s&auml;i Gew&euml;sse krut an soll an engem Geescht vu Bridderlechkeet denen anere g&eacute;intiwwer handelen.
068,Indo-European – Germanic,North Low Saxon,udhr_lowsaxon,"Wat W&ouml;&ouml;rd' un Rechten s&uuml;nd, daar s&uuml;nd all de Minschen free un liek mit boorn. Se hebbt dat T&uuml;&uuml;g f&ouml;r Vernimm un Gew&auml;ten mitkr&auml;gen, un dat b&ouml;&ouml;rt j&uuml;m, dat se eenanner in'n Geest vun Br&ouml;derschup in de M&ouml;&ouml;t kaamt."
069,Indo-European – Germanic,"Norwegian Bokm&aring;l",udhr_no,Alle mennesker er f&oslash;dt frie og med samme menneskeverd og menneskerettigheter. De er utstyrt med fornuft og samvittighet og b&oslash;r handle mot hverandre i brorskapets &aring;nd.
070,Indo-European – Germanic,Norwegian Nynorsk,udhr_ny,Alle menneske er f&oslash;dde til fridom og med same menneskeverd og menneskerettar. Dei har f&aring;tt fornuft og samvit og skal leve med kvarandre som br&oslash;r.
071,Indo-European – Germanic,Old English,udhr_oldenglish,"Ealle menn sindon &#x0101;re and rihtes efen &#x0121;eboren, and fr&#x0113;o. Him sindon &#x0121;iefe&#x00FE;e &#x0121;er&#x0101;d and in&#x0121;ehy&#x0121;d, and h&#x012B; s&#x010B;ulon d&#x014D;n t&#x014D; &#x014D;&#x00FE;rum on br&#x014D;&#x00FE;ors&#x010B;ipes f&#x0113;ore."
072,Indo-European – Germanic,Old Norse,udhr_oldnorse,"Allir menn eru bornir frj&aacute;lsir ok jafnir at vir&eth;ingu ok r&eacute;ttum. &THORN;eir eru allir viti g&oelig;ddir ok samvizku, ok skulu g&oslash;ra hv&aacute;rr til annars br&oacute;&eth;urliga."
073,Indo-European – Germanic,Swedish,udhr2_sv,Alla m&auml;nniskor &auml;r f&ouml;dda fria och lika i v&auml;rdighet och r&auml;ttigheter. De &auml;r utrustade med f&ouml;rnuft och samvete och b&ouml;r handla gentemot varandra i en anda av broderskap.
074,Indo-European – Germanic,Sylt – Insular North Frisian language,udhr_northfrisian-sylt,"Ali Mensken sen frii, likw&#x0113;rtig en me disalev Rochten b&#x0113;ren. Ja haa Forstant en Giweeten mefingen en skul ark&#x00FC;&#x0111;er &#x00FC;s Br&#x00F6;&#x0111;ern &#x00F6;nt&#x00F6;&#x00F6;gentreer."
075,Indo-European – Germanic,"V&auml;rmlandic",udhr_varmlandic,All mensher &#x00E4; f&#x00F6;dd fri &#x00E5; &#x00E4; lik i vaaL &#x00E5; r&#x00E4;tt. De 'a g&#x00FB;es &#x00F4;md&#x00F6;mm &#x00E5; samvett &#x00E5; boL hannel a varanner i broderskaps&#x00E5;nn.
076,Indo-European – Germanic,West Frisian,udhr_westfrisian,Alle minsken wurde frij en gelyk yn weardigens en rjochten berne. Hja hawwe ferst&acirc;n en gewisse meikrigen en hearre har foar inoar oer yn in geast fan bruorskip te h&acirc;lden en te dragen.
077,Indo-European – Germanic,Yiddish – Taytsch,udhr_yiddish,Yeder mentsh vert geboyrn fray un glaykh in koved un rekht. Yeder vert bashonkn mit farshtand un gevisn; yeder zol zikh firn mit a tsveytn in a gemit fun brudershaft.
078,Indo-European – Hellenic,Greek,udhr_greek2,"&#927;&#955;&#959;&#953; &#959;&#953; &#940;&#957;&#952;&#961;&#969;&#960;&#959;&#953; &#947;&#949;&#957;&#957;&#953;&#959;&#973;&#957;&#964;&#945;&#953; &#949;&#955;&#949;&#973;&#952;&#949;&#961;&#959;&#953; &#954;&#945;&#953; &#943;&#963;&#959;&#953; &#963;&#964;&#951;&#957; &#945;&#958;&#953;&#959;&#960;&#961;&#941;&#960;&#949;&#953;&#945; &#954;&#945;&#953; &#964;&#945; &#948;&#953;&#954;&#945;&#953;&#974;&#956;&#945;&#964;&#945;. &#917;&#943;&#957;&#945;&#953; &#960;&#961;&#959;&#953;&#954;&#953;&#963;&#956;&#941;&#957;&#959;&#953; &#956;&#949; &#955;&#959;&#947;&#953;&#954;&#942; &#954;&#945;&#953; &#963;&#965;&#957;&#949;&#943;&#948;&#951;&#963;&#951;, &#954;&#945;&#953; &#959;&#966;&#949;&#943;&#955;&#959;&#965;&#957; &#957;&#945; &#963;&#965;&#956;&#960;&#949;&#961;&#953;&#966;&#941;&#961;&#959;&#957;&#964;&#945;&#953; &#956;&#949;&#964;&#945;&#958;&#973; &#964;&#959;&#965;&#962; &#956;&#949; &#960;&#957;&#949;&#973;&#956;&#945; &#945;&#948;&#949;&#955;&#966;&#959;&#963;&#973;&#957;&#951;&#962;."
079,Indo-European – Indo-Iranian,Assamese,udhr_assamese,"&#x099C;&#x09A8;&#x09CD;&#x09AE;&#x0997;&#x09A4;&#x09AD;&#x09BE;&#x09F1;&#x09C7; &#x09B8;&#x0995;&#x09B2;&#x09CB; &#x09AE;&#x09BE;&#x09A8;&#x09C1;&#x09B9; &#x09AE;&#x09F0;&#x09CD;&#x09AF;&#x09CD;&#x09AF;&#x09A6;&#x09BE; &#x0986;&#x09F0;&#x09C1; &#x0985;&#x09A7;&#x09BF;&#x0995;&#x09BE;&#x09F0;&#x09A4; &#x09B8;&#x09AE;&#x09BE;&#x09A8; &#x0986;&#x09F0;&#x09C1; &#x09B8;&#x09CD;&#x09AC;&#x09A4;&#x09A8;&#x09CD;&#x09A4;&#x09CD;&#x09F0;&#x0964; &#x09A4;&#x09C7;&#x0993;&#x0981;&#x09B2;&#x09CB;&#x0995;&#x09F0; &#x09AC;&#x09BF;&#x09AC;&#x09C7;&#x0995; &#x0986;&#x099B;&#x09C7;, &#x09AC;&#x09C1;&#x09A6;&#x09CD;&#x09A7;&#x09BF; &#x0986;&#x099B;&#x09C7;&#x0964; &#x09A4;&#x09C7;&#x0993;&#x0981;&#x09B2;&#x09CB;&#x0995;&#x09C7; &#x09AA;&#x09CD;&#x09F0;&#x09A4;&#x09CD;&#x09AF;&#x09C7;&#x0995;&#x09C7; &#x09AA;&#x09CD;&#x09F0;&#x09C7;&#x09A4;&#x09CD;&#x09AF;&#x09C7;&#x0995;&#x0995; &#x09AD;&#x09CD;&#x09F0;&#x09BE;&#x09A4;&#x09C3;&#x09AD;&#x09BE;&#x09F1;&#x09C7; &#x09AC;&#x09CD;&#x09AF;&#x09F1;&#x09B9;&#x09BE;&#x09F0; &#x0995;&#x09F0;&#x09BE; &#x0989;&#x099A;&#x09BF;&#x09A4;&#x0964;"
080,Indo-European – Indo-Iranian,Bengali,udhr_bn,&#x09B8;&#x09AE;&#x09B8;&#x09CD;&#x09A4; &#x09AE;&#x09BE;&#x09A8;&#x09C1;&#x09B7; &#x09B8;&#x09CD;&#x09AC;&#x09BE;&#x09A7;&#x09C0;&#x09A8;&#x09AD;&#x09BE;&#x09AC;&#x09C7; &#x09B8;&#x09AE;&#x09BE;&#x09A8; &#x09AE;&#x09B0;&#x09CD;&#x09AF;&#x09BE;&#x09A6;&#x09BE; &#x098F;&#x09AC;&#x0982; &#x0985;&#x09A7;&#x09BF;&#x0995;&#x09BE;&#x09B0; &#x09A8;&#x09BF;&#x09AF;&#x09BC;&#x09C7; &#x099C;&#x09A8;&#x09CD;&#x09AE;&#x0997;&#x09CD;&#x09B0;&#x09B9;&#x09A3; &#x0995;&#x09B0;&#x09C7; | &#x09A4;&#x09BE;&#x0981;&#x09A6;&#x09C7;&#x09B0; &#x09AC;&#x09BF;&#x09AC;&#x09C7;&#x0995; &#x098F;&#x09AC;&#x0982; &#x09AC;&#x09C1;&#x09A6;&#x09CD;&#x09A7;&#x09BF; &#x0986;&#x099B;&#x09C7; &#x09B8;&#x09C1;&#x09A4;&#x09B0;&#x09BE;&#x0982; &#x09B8;&#x0995;&#x09B2;&#x09C7;&#x09B0;&#x0987; &#x098F;&#x0995;&#x09C7; &#x0985;&#x09AA;&#x09B0;&#x09C7;&#x09B0; &#x09AA;&#x09CD;&#x09B0;&#x09A4;&#x09BF; &#x09AD;&#x09CD;&#x09B0;&#x09BE;&#x09A4;&#x09C3;&#x09A4;&#x09CD;&#x09AC;&#x09B8;&#x09C1;&#x09B2;&#x09AD; &#x09AE;&#x09A8;&#x09CB;&#x09AD;&#x09BE;&#x09AC; &#x09A8;&#x09BF;&#x09AF;&#x09BC;&#x09C7; &#x0986;&#x099A;&#x09B0;&#x09A3; &#x0995;&#x09B0;&#x09BE; &#x0989;&#x099A;&#x09BF;&#x09A4;&#x09CD; |
081,Indo-European – Indo-Iranian,Chittagonian,udhr_chittagonian,&#x09AC;&#x09BF;&#x09DF;&#x09BE;&#x0995; &#x09AE;&#x09BE;&#x09A8;&#x09C1;&#x09B6; &#x0987;&#x099C;&#x09CD;&#x200C;&#x099C;&#x09A4; &#x098F;&#x09A6;&#x200C;&#x09CD;&#x09A6;&#x09C7; &#x0985;&#x09BC;&#x0995;&#x09B0; &#x0987;&#x09BC;&#x09B6;&#x09BE;&#x09AC;&#x09C7; &#x0986;&#x099C;&#x09BE;&#x09A6; &#x0986;&#x09B0; &#x0989;&#x09BC;&#x09DF;&#x09BE;&#x0987;&#x09A8;&#x09CD;&#x200C;&#x09A8;&#x09BE; &#x0985;&#x09BC;&#x0987;&#x09DF;&#x09C7;&#x09B0;&#x09C7; &#x09AB;&#x09BC;&#x09DF;&#x09A6;&#x09BE; &#x0985;&#x09BC;&#x09DF;&#x0964; &#x0987;&#x09BC;&#x09A4;&#x09BE;&#x09B0;&#x09BE;&#x09A4;&#x09CD;&#x200C;&#x09A4;&#x09C1; &#x0986;&#x09B9;&#x09B2; &#x098F;&#x09A6;&#x09CD;&#x200C;&#x09A6;&#x09C7; &#x09AC;&#x09BF;&#x09AC;&#x09C7;&#x0995; &#x0986;&#x099B;&#x09C7; ; &#x098F;&#x09A4;&#x09B2;&#x09CD;&#x200C;&#x09B2;&#x09BE;&#x09DF; &#x098F;&#x099C;&#x09CD;&#x200C;&#x099C;&#x09A8; &#x0986;&#x09B0;&#x09C7;&#x099C;&#x09CD;&#x200C;&#x099C;&#x09A8;&#x09B0; &#x0989;&#x09BC;&#x09DF;&#x09BE;&#x09B0;&#x09C7; &#x09AD;&#x09BE;&#x0987;&#x09DF;&#x09C1;&#x09B0; &#x09A8;&#x09BE;&#x09A8; &#x09AC;&#x09C7;&#x09AD;&#x09BE;&#x09B0; &#x0997;&#x09B0;&#x09A8; &#x09A6;&#x09B0;&#x09B9;&#x09BE;&#x09B0;&#x0964;
